platform,published_at,media_type,title_or_caption,url,views,likes,comments,shares,saves,estimated_minutes_watched,average_view_duration_seconds,subscribers_gained,engagement_rate_percent,channel_label,publishedAt,published_date,mediaType,post_type,titleOrCaption,reach,clicks,estimatedMinutesWatched,averageViewDurationSeconds,subscribersGained,engagementRatePercent,content_signal,recommended_action,facebook_reel_plays,facebook_3s_views,facebook_3s_unique_views,facebook_10s_views,facebook_15s_views,facebook_total_views_any,facebook_total_media_view,facebook_total_media_view_unique,estimated_actual_views,facebook_15s_view_rate_percent,facebook_plays_per_reached_person,facebook_avg_watch_seconds,reactions,length_seconds,facebook_metric_source,facebook_candidate_source,facebook_video_id_used,facebook_post_id_fallback,facebook_reactions_by_type,facebook_clicks_by_type,facebook_insight_metrics_returned,facebook_raw_metrics_json,page_name,asset_key,pillar,topic,post_date,engagement_rate,facebook_url,fbid,url_normalized,campaign,short_num,already_crossposted,book_or_offer,content_pillar,cta
Facebook-WB,2026-06-19,VIDEO,Some things the body knows before the mind can explain.  The place you've never been that feels like home. The grief that arrives for people you'...,https://www.facebook.com/reel/880076547857169/,22,0,0,0,0,1.33,5.33,0,0.0,,2026-06-19T19:04:38+0000,2026-06-19,VIDEO,REEL,Some things the body knows before the mind can explain.  The place you've never been that feels like home. The grief that arrives for people you'...,0.0,0.0,1.33,5.33,0.0,0.0,Watch,Keep collecting data.,22.0,7.0,5.0,0.0,1.0,22.0,0.0,8.0,22.0,4.55,0.0,5.33,0.0,30.0,post_insights+video_insights,posts_attachment,880076547857169,1139610515899648_122107812645338188,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 22, ""post_video_view_time"": 80017, ""post_video_avg_time_watched"": 5334, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 7, ""post_video_views_unique"": 5, ""post_video_views_15s"": 1, ""post_total_media_view_unique"": 8, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/880076547857169,What the Blood Knows Launch,5,True,What the Blood Knows,Invitation,—
Facebook,2026-05-28,VIDEO,"Roman Legionaries marched 20 miles/day — Zone 2. Most researched longevity intervention in exercise science, codified 2,000 years ago. 4x/week. 4...",https://www.facebook.com/reel/953045084269924/,21,0,0,0,0,2.87,8.2,0,0.0,,2026-05-28T15:15:06+0000,2026-05-28,VIDEO,REEL,"Roman Legionaries marched 20 miles/day — Zone 2. Most researched longevity intervention in exercise science, codified 2,000 years ago. 4x/week. 4...",0.0,0.0,2.87,8.2,0.0,0.0,Watch,Keep collecting data.,21.0,8.0,5.0,0.0,4.0,21.0,0.0,14.0,21.0,19.05,0.0,8.2,0.0,41.0,post_insights+video_insights,posts_attachment,953045084269924,1099582573243403_122099835825340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 21, ""post_video_view_time"": 172163, ""post_video_avg_time_watched"": 8198, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 8, ""post_video_views_unique"": 5, ""post_video_views_15s"": 4, ""post_total_media_view_unique"": 14, ""post_video_complete_views_30s"": 2, ""post_video_complete_views_30s_unique"": 2}",,,,,,,,,https://www.facebook.com/reel/953045084269924,Roman Protocol Launch,2,True,The Roman Protocol,Zone 2,—
Instagram-WB,2026-06-01,FEED,"The blue whale is not just the largest animal alive today. It is the largest animal that has ever existed on Earth — larger than any dinosaur, an...",https://www.instagram.com/p/DZDWRJpjljG/,19,1,0,0,0,0.0,0.0,0,5.26,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZDWRJpjljG,—,—,False,Prehistoric Memories,Ancient Life,—
YouTube,2026-06-09,VIDEO,The Menopause Muscle Emergency — Why Cardio Isn't Enough | Women's Edition,https://www.youtube.com/watch?v=JBXDiCQBjKQ,19,2,0,0,0,5.0,36.0,0,10.53,Will Power Protocols,,,,,,,,,,,,"Promising, Repurpose Candidate",Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=JBXDiCQBjKQ,Women's Edition Launch,2,True,Win the Long War Women's Edition,Muscle,—
Instagram-WB,2026-05-27,FEED,"What your ancestors experienced may still live inside you.  Not as memory. As biology.  Epigenetics is the study of how experiences — famine, str...",https://www.instagram.com/p/DY2QBBJFPxx/,17,2,0,0,0,0.0,0.0,0,11.76,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DY2QBBJFPxx,—,—,False,Prehistoric Memories,Human Origins,—
Instagram-WB,2026-05-26,FEED,There is an eighth continent on Earth. We only confirmed it in 2017.  Zealandia — Te Riu-a-Māui — is a landmass roughly the size of India that li...,https://www.instagram.com/p/DY0Q_cLDQbE/,16,1,0,0,0,0.0,0.0,0,6.25,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DY0Q_cLDQbE,—,—,False,Prehistoric Memories,Lost & Forgotten,—
Instagram-WB,2026-05-26,FEED,There are an estimated 2 trillion galaxies in the observable universe.  The Milky Way alone contains 100 to 400 billion stars. A significant frac...,https://www.instagram.com/p/DYzqa3WlI64/,16,1,0,0,0,0.0,0.0,0,6.25,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYzqa3WlI64,—,—,False,Prehistoric Memories,Cosmic Origins,—
Facebook,2026-06-04,VIDEO,Peak knee force at 240 lbs: 600 lbs per stride.  Cardio adapts in weeks. Tendons take months. The injury window opens when fitness outpaces struc...,https://www.facebook.com/reel/2044390233177860/,14,0,0,0,0,12.08,51.77,0,0.0,,2026-06-04T18:43:03+0000,2026-06-04,VIDEO,REEL,Peak knee force at 240 lbs: 600 lbs per stride.  Cardio adapts in weeks. Tendons take months. The injury window opens when fitness outpaces struc...,0.0,0.0,12.08,51.77,0.0,0.0,Watch,Keep collecting data.,14.0,5.0,4.0,0.0,1.0,14.0,0.0,13.0,14.0,7.14,0.0,51.77,0.0,48.0,post_insights+video_insights,posts_attachment,2044390233177860,1099582573243403_122105555355340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 14, ""post_video_view_time"": 724778, ""post_video_avg_time_watched"": 51769, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 5, ""post_video_views_unique"": 4, ""post_video_views_15s"": 1, ""post_total_media_view_unique"": 13, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/2044390233177860,Clydesdale Protocol Launch,5,True,The Clydesdale Protocol,Joints,—
Instagram-WB,2026-06-09,FEED,"Hydrogen and helium came from the Big Bang. Every heavier element — carbon, oxygen, iron — was forged inside stars.  When a massive star dies in ...",https://www.instagram.com/p/DZYVFQ3GQoM/,14,1,0,0,0,0.0,0.0,0,7.14,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZYVFQ3GQoM,—,—,False,Prehistoric Memories,Cosmic Origins,—
YouTube,2026-05-16,VIDEO,The Silent Muscle Crisis After 50 — And How To Stop It | Win the Long War #mobility #getagrip,https://www.youtube.com/watch?v=gICVJCGm3jU,14,1,0,3,0,17.0,208.0,0,28.57,Will Power Protocols,,,,,,,,,,,,"Sticky, Watch-Time Winner, Promising, Repurpose Candidate",Audience watched longer than usual; expand this topic. This generated real watch time; create a deeper version. Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=gICVJCGm3jU,Win the Long War Launch,2,True,Win the Long War,Muscle,—
Instagram,2026-06-04,REELS,Peak knee force at 240 lbs: 600 lbs per stride.  Cardiovascular fitness adapts in weeks. Tendons require months. The injury window opens when aer...,https://www.instagram.com/reel/DZLKHHIxCxP/,14,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZLKHHIxCxP,Clydesdale Protocol Launch,5,True,The Clydesdale Protocol,Joints,—
YouTube,2026-04-14,VIDEO,I end every message with two words. Here is what they actually mean.,https://www.youtube.com/watch?v=BnqdC9pLdf8,12,1,0,0,0,31.0,475.0,0,8.33,Will Power Protocols,,,,,,,,,,,,"Sticky, Watch-Time Winner, Promising, Repurpose Candidate",Audience watched longer than usual; expand this topic. This generated real watch time; create a deeper version. Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=BnqdC9pLdf8,Win the Long War Launch - OldVideo,6,True,Win the Long War,Mindset,—
Facebook,2026-05-21,VIDEO,Zone 2 dropped my resting heart rate from 59 to 36 beats per minute.  Zone 2 is the single most researched longevity intervention in exercise sci...,https://www.facebook.com/reel/992657277057167/,12,0,0,0,0,2.77,13.86,0,0.0,,2026-05-21T20:20:59+0000,2026-05-21,VIDEO,REEL,Zone 2 dropped my resting heart rate from 59 to 36 beats per minute.  Zone 2 is the single most researched longevity intervention in exercise sci...,0.0,0.0,2.77,13.86,0.0,0.0,Watch,Keep collecting data.,12.0,9.0,2.0,0.0,3.0,12.0,0.0,3.0,12.0,25.0,0.0,13.86,0.0,49.0,post_insights+video_insights,posts_attachment,992657277057167,1099582573243403_122095490355340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 12, ""post_video_view_time"": 166314, ""post_video_avg_time_watched"": 13859, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 9, ""post_video_views_unique"": 2, ""post_video_views_15s"": 3, ""post_total_media_view_unique"": 3, ""post_video_complete_views_30s"": 2, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/992657277057167,Win the Long War Launch,4,True,Win the Long War,Zone 2,—
Instagram-WB,2026-06-11,FEED,"When you look at the night sky, you are not seeing the present. You are seeing the past.  Proxima Centauri: the light left 4.2 years ago. Androme...",https://www.instagram.com/p/DZc55XMkRx9/,11,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZc55XMkRx9,—,—,False,Prehistoric Memories,Cosmic Origins,—
Facebook,2026-05-22,VIDEO,"Healthcare in retirement averages $300,000 per couple.  Most retirement calculators don't include that number. Most people don't know their month...",https://www.facebook.com/reel/1724691872235603/,11,0,0,0,0,0.53,2.87,0,0.0,,2026-05-22T14:14:24+0000,2026-05-22,VIDEO,REEL,"Healthcare in retirement averages $300,000 per couple.  Most retirement calculators don't include that number. Most people don't know their month...",0.0,1.0,0.53,2.87,0.0,0.0,Watch,Keep collecting data.,11.0,4.0,1.0,0.0,0.0,11.0,0.0,5.0,11.0,0.0,0.0,2.87,0.0,38.0,post_insights+video_insights,posts_attachment,1724691872235603,1099582573243403_122095993773340266,{},"{""link clicks"": 1}","blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 11, ""post_video_view_time"": 31527, ""post_video_avg_time_watched"": 2866, ""post_reactions_by_type_total"": {}, ""post_clicks"": 1, ""post_clicks_by_type"": {""link clicks"": 1}, ""post_video_views"": 4, ""post_video_views_unique"": 1, ""post_video_views_15s"": 0, ""post_total_media_view_unique"": 5, ""post_video_complete_views_30s"": 0, ""post_video_complete_views_30s_unique"": 0}",,,,,,,,,https://www.facebook.com/reel/1724691872235603,AI After 50 Launch,5,True,AI After 50,Financial,—
Facebook,2026-05-21,VIDEO,Discipline without a system is suffering in the wrong direction.  Most men over 50 who want to improve their health already have the discipline. ...,https://www.facebook.com/reel/977116165200552/,11,0,0,0,0,0.95,5.18,0,0.0,,2026-05-21T20:22:57+0000,2026-05-21,VIDEO,REEL,Discipline without a system is suffering in the wrong direction.  Most men over 50 who want to improve their health already have the discipline. ...,0.0,0.0,0.95,5.18,0.0,0.0,Watch,Keep collecting data.,11.0,3.0,1.0,0.0,1.0,11.0,0.0,7.0,11.0,9.09,0.0,5.18,0.0,42.0,post_insights+video_insights,posts_attachment,977116165200552,1099582573243403_122095491885340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 11, ""post_video_view_time"": 56977, ""post_video_avg_time_watched"": 5179, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 3, ""post_video_views_unique"": 1, ""post_video_views_15s"": 1, ""post_total_media_view_unique"": 7, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/977116165200552,Win the Long War Launch,5,True,Win the Long War,System,—
Instagram,2026-05-21,REELS,Your doctor has 14 minutes. Your bloodwork has 60 data points.  Those two facts do not add up. After 50 your panels matter more than ever — testo...,https://www.instagram.com/reel/DYmC4Y0ham4/,10,1,0,0,0,0.0,0.0,0,10.0,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYmC4Y0ham4,AI After 50 Launch,2,True,AI After 50,Bloodwork,—
Facebook,2026-05-26,VIDEO,"Standard plans excluded Athena athletes twice — wrong sex, wrong weight. Full protocol breakdown: fueling, heat, training plans, cycle syncing, a...",https://www.facebook.com/reel/1033295572706718/,10,0,0,0,0,0.92,5.51,0,0.0,,2026-05-26T19:43:09+0000,2026-05-26,VIDEO,REEL,"Standard plans excluded Athena athletes twice — wrong sex, wrong weight. Full protocol breakdown: fueling, heat, training plans, cycle syncing, a...",0.0,0.0,0.92,5.51,0.0,0.0,Watch,Keep collecting data.,10.0,4.0,2.0,0.0,0.0,10.0,0.0,3.0,10.0,0.0,0.0,5.51,0.0,549.0,post_insights+video_insights,posts_attachment,1033295572706718,1099582573243403_122098601517340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 10, ""post_video_view_time"": 55157, ""post_video_avg_time_watched"": 5515, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 4, ""post_video_views_unique"": 2, ""post_video_views_15s"": 0, ""post_total_media_view_unique"": 3, ""post_video_complete_views_30s"": 0, ""post_video_complete_views_30s_unique"": 0}",,,,,,,,,https://www.facebook.com/reel/1033295572706718,The Athena Protocol Launch,—,False,The Athena Protocol,Full Book Overview,—
YouTube,2026-05-27,VIDEO,Why Menopause Destroys Your Sleep — And The Fix | Win the Long War Women's Edition,https://www.youtube.com/watch?v=_fesBgiISUc,10,1,0,2,0,5.0,105.0,0,30.0,Will Power Protocols,,,,,,,,,,,,"Sticky, Promising, Repurpose Candidate",Audience watched longer than usual; expand this topic. Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=_fesBgiISUc,Women's Edition Launch,1,True,Win the Long War Women's Edition,Sleep,—
Facebook,2026-05-27,VIDEO,"Standard endurance plans were built for 160 lbs. If you race Clydesdale the math has been wrong every time.  Fueling, heat, volume progression, s...",https://www.facebook.com/reel/1276218117991368/,8,0,0,0,0,0.46,3.47,0,0.0,,2026-05-27T09:55:02+0000,2026-05-27,VIDEO,REEL,"Standard endurance plans were built for 160 lbs. If you race Clydesdale the math has been wrong every time.  Fueling, heat, volume progression, s...",0.0,0.0,0.46,3.47,0.0,0.0,Watch,Keep collecting data.,8.0,3.0,2.0,0.0,0.0,8.0,0.0,2.0,8.0,0.0,0.0,3.47,0.0,522.0,post_insights+video_insights,posts_attachment,1276218117991368,1099582573243403_122098955745340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 8, ""post_video_view_time"": 27760, ""post_video_avg_time_watched"": 3470, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 3, ""post_video_views_unique"": 2, ""post_video_views_15s"": 0, ""post_total_media_view_unique"": 2, ""post_video_complete_views_30s"": 0, ""post_video_complete_views_30s_unique"": 0}",,,,,,,,,https://www.facebook.com/reel/1276218117991368,The Clydesdale Protocol Launch,—,False,The Clydesdale Protocol,Full Book Overview,—
YouTube,2026-06-04,VIDEO,Sweat Rate at 240 lbs — Why Generic Hydration Fails Heavy Athletes,https://www.youtube.com/watch?v=DugUFk_lyR8,8,1,0,0,0,0.0,7.0,0,12.5,Will Power Protocols,,,,,,,,,,,,"Promising, Repurpose Candidate",Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=DugUFk_lyR8,Clydesdale Protocol Launch,4,True,The Clydesdale Protocol,Sweat Rate,—
YouTube,2026-04-20,VIDEO,Why Men Over 50 Are Still Exhausted (It's Not Your Training) #battlehard #longevity #mobility,https://www.youtube.com/watch?v=rA-BeZ_q8sE,8,1,0,0,0,1.0,32.0,0,12.5,Will Power Protocols,,,,,,,,,,,,"Promising, Repurpose Candidate",Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=rA-BeZ_q8sE,Win the Long War Launch - OldVideo,9,True,Win the Long War,Recovery,—
Instagram,2026-05-27,REELS,The Romans didn't build an empire on motivation. They built it on ordinary men and extraordinary structure.  Every legionary followed the same pr...,https://www.instagram.com/reel/DY23Ed9JG8y/,7,1,0,0,0,0.0,0.0,0,14.29,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DY23Ed9JG8y,Roman Protocol Launch,1,True,The Roman Protocol,System,—
Instagram,2026-05-21,REELS,"After 50, sleep is not rest. It is the protocol.  HGH releases during deep sleep. Testosterone restores during sleep. Memory consolidates during ...",https://www.instagram.com/reel/DYmkgArxKqW/,7,1,0,0,0,0.0,0.0,0,14.29,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DYmkgArxKqW,AI After 50 Launch,3,True,AI After 50,Sleep,—
Instagram,2026-05-27,REELS,Menopause doesn't just affect hormones. It attacks your sleep.  Hot flashes fragment deep sleep. Night sweats cause micro-arousals. Estrogen decl...,https://www.instagram.com/reel/DY24JVvOvZy/,7,1,0,0,0,0.0,0.0,0,14.29,,,,,,,,,,,,,Promising,Good engagement; test a stronger hook or repost angle.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DY24JVvOvZy,Women's Edition Launch,1,True,Win the Long War Women's Edition,Sleep,—
Facebook,2026-06-04,VIDEO,At 240 lbs you lose over 2 liters of fluid per hour.  Standard hydration targets assume far less. Generic sodium targets = cramping and fade you'...,https://www.facebook.com/reel/1757555202082536/,7,0,0,0,0,9.05,77.58,0,0.0,,2026-06-04T18:32:53+0000,2026-06-04,VIDEO,REEL,At 240 lbs you lose over 2 liters of fluid per hour.  Standard hydration targets assume far less. Generic sodium targets = cramping and fade you'...,0.0,0.0,9.05,77.58,0.0,0.0,Watch,Keep collecting data.,7.0,3.0,1.0,0.0,1.0,7.0,0.0,4.0,7.0,14.29,0.0,77.58,0.0,44.0,post_insights+video_insights,posts_attachment,1757555202082536,1099582573243403_122105552943340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 7, ""post_video_view_time"": 543077, ""post_video_avg_time_watched"": 77582, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 3, ""post_video_views_unique"": 1, ""post_video_views_15s"": 1, ""post_total_media_view_unique"": 4, ""post_video_complete_views_30s"": 1, ""post_video_complete_views_30s_unique"": 1}",,,,,,,,,https://www.facebook.com/reel/1757555202082536,Clydesdale Protocol Launch,4,True,The Clydesdale Protocol,Sweat Rate,—
YouTube,2026-06-11,VIDEO,Meet Colt Crane — The Character at the Center | What the Blood Knows,https://www.youtube.com/watch?v=JMGa-EvKruY,6,0,0,0,0,0.0,16.0,0,0.0,Will Power Protocols,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=JMGa-EvKruY,What the Blood Knows Launch,3,True,What the Blood Knows,Character,—
YouTube,2026-05-21,VIDEO,Use AI To Read Your Own Bloodwork After 50 | AI After 50,https://www.youtube.com/watch?v=mXRMi-n3V54,6,1,0,0,0,4.0,241.0,0,16.67,Will Power Protocols,,,,,,,,,,,,"Sticky, Promising, Repurpose Candidate",Audience watched longer than usual; expand this topic. Good engagement; test a stronger hook or repost angle. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=mXRMi-n3V54,AI After 50 Launch,2,True,AI After 50,Bloodwork,—
Instagram,2026-06-02,FEED,Creatine is the most studied performance supplement in history. Most people think it's for bodybuilders.  After 50 it may be more important for y...,https://www.instagram.com/p/DZFZQ9EEeDJ/,6,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DZFZQ9EEeDJ,—,—,False,The Protocol Lab,Muscle & Strength,—
Instagram,2026-04-14,REELS,"Grip strength might predict how long you live. After 50, muscle is survival. Battle Hard.",https://www.instagram.com/reel/DXHiNmTkQ1E/,5,0,0,0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,Watch,Keep collecting data.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/reel/DXHiNmTkQ1E,Win the Long War Launch - OldVideo,7,True,Win the Long War,Muscle,—
YouTube,2026-05-20,VIDEO,How To Use AI To Build A Training Plan After 50 | AI After 50,https://www.youtube.com/watch?v=OlflnpvIP0Y,5,0,0,0,0,1.0,49.0,0,0.0,Will Power Protocols,,,,,,,,,,,,"Sticky, Repurpose Candidate",Audience watched longer than usual; expand this topic. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=OlflnpvIP0Y,AI After 50 Launch,1,True,AI After 50,Training,—
Facebook,2026-05-31,VIDEO,"The Romans built elite performance on ordinary men and extraordinary structure. Full protocol breakdown — system, Zone 2, mindset, nutrition, and...",https://www.facebook.com/reel/1568182441397738/,4,0,0,0,0,0.16,2.33,0,0.0,,2026-05-31T10:08:10+0000,2026-05-31,VIDEO,REEL,"The Romans built elite performance on ordinary men and extraordinary structure. Full protocol breakdown — system, Zone 2, mindset, nutrition, and...",0.0,0.0,0.16,2.33,0.0,0.0,Watch,Keep collecting data.,4.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,2.33,0.0,463.0,post_insights+video_insights,posts_attachment,1568182441397738,1099582573243403_122101995987340266,{},{},"blue_reels_play_count,post_clicks,post_clicks_by_type,post_reactions_by_type_total,post_total_media_view_unique,post_video_avg_time_watched,post_video_complete_views_30s,post_video_complete_views_30s_unique,post_video_view_time,post_video_views,post_video_views_15s,post_video_views_unique","{""blue_reels_play_count"": 4, ""post_video_view_time"": 9333, ""post_video_avg_time_watched"": 2333, ""post_reactions_by_type_total"": {}, ""post_clicks"": 0, ""post_clicks_by_type"": {}, ""post_video_views"": 1, ""post_video_views_unique"": 1, ""post_video_views_15s"": 0, ""post_total_media_view_unique"": 1, ""post_video_complete_views_30s"": 0, ""post_video_complete_views_30s_unique"": 0}",,,,,,,,,https://www.facebook.com/reel/1568182441397738,The Roman Protocol Launch,—,False,The Roman Protocol,Full Book Overview,—
YouTube,2026-05-21,VIDEO,Use AI To Optimize Your Sleep After 50 | AI After 50,https://www.youtube.com/watch?v=JgWRcURaLcw,4,1,0,0,0,0.0,54.0,1,25.0,Will Power Protocols,,,,,,,,,,,,"Sticky, Repurpose Candidate",Audience watched longer than usual; expand this topic. Turn this Short into an Instagram Reel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.youtube.com/watch?v=JgWRcURaLcw,AI After 50 Launch,3,True,AI After 50,Sleep,—
